id,module,name,file,doc,markers,status,message,duration
Tracker/tests/test_event.py::TestEvent::test_state_change,Tracker.tests.test_event,test_state_change,Tracker/tests/test_event.py,,,passed,,7.395700231427327e-05
Tracker/tests/test_event.py::TestEvent::test_object,Tracker.tests.test_event,test_object,Tracker/tests/test_event.py,,,passed,,0.00011416400229791179
